100 100
0.9801	-0.5992	0.7014	-0.03389	-0.5009	-0.1763	0.3263	0.1631	0.4711	-0.05843	-0.2461	-0.09764	-0.7012	-0.6094	0.6709	-9774	-9458	606.6	-1744	4455	-791.3	2038	-2789	-4590	3029	-2194	-3093	-4175	-6243	-7462	-5478	-2152	-3056	-3701	-4852	-3079	2911	-1185	-98.35	-1744	-3404	2380	974.9	5833	1165	-590.7	4006	1245	1065	-2572	885.3	-3723	-3672	6577	-4536	-2357	-2129	-1413	-6655	-2186	1218	-1.046e+04	-6697	254.1	-3930	167.2	-3839	2453	2612	1821	-4379	-741.4	6847	-4233	8117	3989	-4768	667.9	4623	2549	4186	-686.2	-6079	224.1	-6293	-4353	6565	355.9	3783	-4317	5578	7307	5057	-751.7	-5245	-7335	-4496	3161	6393	2741	
0.3734	-0.07138	-0.1104	0.8171	0.8836	0.213	-0.1289	0.2874	0.549	-0.03732	0.1543	-0.128	-0.3671	-0.2278	0.1404	-0.1683	-1.084e+04	-607.9	3350	2190	1496	-2279	2285	-3778	-357.6	-6467	-2677	-3257	-5149	-940.9	-3823	-4621	-1150	-3189	-2535	-2300	795.4	-713.9	471.4	-2622	-2549	859	-279.9	403.8	3225	-182.4	2947	2895	-4810	-5318	-3771	-3319	-2360	6276	-1418	2594	-3804	-229.5	-5067	-3308	401.2	-2011	-6397	2108	3608	-1597	-433.9	5822	1660	2336	-3139	2461	3160	643.9	-1172	-2652	-5345	-665	3474	2653	-2049	746.1	-1108	-4044	-7582	-2487	-2469	-1280	-2260	2836	4262	-6288	3931	-5259	-4765	-5580	3123	-450.2	-1060	3482	
0.2553	0.5068	0.02652	0.5577	-0.1735	0.2041	-0.413	0.08297	-0.152	0.06937	0.2967	0.3697	0.6803	0.4927	-0.315	-0.03681	-0.1786	8191	-733.9	1934	452.6	-3253	8116	1670	2136	-546.4	454.8	2459	3768	6924	-1310	-479.1	-1071	1548	1042	58.51	2475	2756	-873.5	-544.2	3769	2413	2761	-5417	4721	5549	1175	2522	-3502	2075	554.9	-5930	-4770	1237	5018	6646	-5424	-109.1	-6701	-3080	1524	5963	-4516	1952	6526	1.447	1837	450.9	19.44	-190.4	-1777	3611	-1320	6184	-4012	-298.1	-1173	5529	-8594	3076	-1863	5972	1961	-1975	-921.7	-2246	-8863	-2128	-7550	2333	5410	-1.653e+04	-49.46	-7703	-3936	-2313	1586	209.9	-8308	111.4	
0.5043	0.4952	-0.4226	0.3522	0.0528	-0.647	0.272	0.6683	-0.1294	0.6833	-0.4409	-0.495	0.1524	-0.3465	0.7738	0.7334	-0.8069	-0.1612	6931	4135	3522	-4216	8008	349.9	-1904	-5912	1367	1818	1251	2560	-4075	-2737	-243.5	4831	294.9	1423	638	-607.7	1804	-1366	837.5	-1428	683.8	-2656	3603	-1463	645.2	4581	-639.3	-5268	-3493	395.6	-3945	3205	2602	7228	-6394	3188	-3966	-3518	842.3	2485	-4344	870.7	7034	-632.4	3533	3228	4020	2452	498	3671	-90.54	3597	-993.7	-677.6	-6532	-1214	-1998	4041	-3569	3745	1354	-2251	-969.2	-282.2	-4733	-3960	-1738	7112	1109	-1.033e+04	2725	-4675	-5885	-2714	5320	155.5	-5212	3067	
0.9743	-0.3627	0.4134	-0.2988	-0.1454	0.02374	0.2887	-0.08973	-0.05935	-0.01639	0.2741	-0.2114	0.04452	-0.992	-0.2464	0.3002	0.3654	-0.6891	-0.4586	5256	4446	-5055	1.11e+04	832.5	-673.3	2260	3465	2867	2943	6684	-1480	-2805	-2455	4272	3195	970.2	7239	1295	1556	-498.7	2837	-1151	1807	-4681	2014	685.9	3463	-2186	-4784	1566	-3105	-3048	-3512	-1184	1576	3409	-6058	3301	1983	-1782	8021	6042	-234.3	-1849	7288	4388	2075	-1479	-925.3	-871.8	-1261	586.3	2907	4676	-3400	1426	945.1	4043	-9762	-705.2	-1876	3282	6794	262.9	3044	-2320	-6871	-4610	-765	4715	1684	-1.002e+04	1789	-7199	-6125	3756	182.8	-382.7	-1582	-220.8	
0.2332	-0.1154	0.766	0.1517	-0.2858	0.4189	0.09443	-0.6246	0.7292	-0.04885	0.1826	0.6709	0.5445	0.3027	-0.3634	0.104	0.2327	0.4567	-0.06109	-0.1142	-6572	-3464	-2488	1448	-1107	2590	-477	-3574	-3800	-117.2	1055	-2350	1583	-3299	3088	3995	-2661	-1514	-2515	-1492	4151	-341.7	538.1	-3421	-2397	-1019	778	-2693	-3610	-176.4	-2306	-718.2	-1012	-6416	-3908	521.4	-2129	-1571	1132	4504	-1988	3309	2600	-1101	212.2	2834	-3273	154.8	-312.1	905.6	-2849	4019	-4499	-3293	-6768	-1207	8484	1402	-5815	-1294	-3114	1991	5199	-1297	2726	1629	-5515	5508	2336	1926	-1854	-2398	-960.5	-3432	5831	3587	1854	-3209	-66.2	-1498	
0.1145	0.189	0.6868	-0.1862	-0.4179	0.02689	0.7607	-0.4163	0.5291	0.08654	-0.1244	0.8668	0.4654	-0.101	0.03125	0.4912	-0.3446	-0.1158	-0.1097	-0.8373	-0.3514	-1.086e+04	1.054e+04	3020	2055	1646	7905	-4371	3394	1.042e+04	-292.6	-4586	-4472	3992	5002	3119	3397	-2155	-186.3	627.3	6574	-2312	4002	-6731	-5314	-2182	3719	-8883	-8536	434.6	-8966	-7245	-8562	-3206	862.3	4416	-1.229e+04	381.9	4903	-1521	4798	9017	-1210	-3508	9076	7566	-5185	-222.2	-2489	1028	-3522	2799	-3253	6164	-6989	-1462	5607	445.9	-1.637e+04	270.4	-4137	4300	1.638e+04	-80.02	5332	-1603	-1.79e+04	-657.1	1593	7182	3136	-1.663e+04	3813	-1.401e+04	-4672	3820	3238	-2303	-5694	-885	
0.5087	0.1275	0.09599	0.6648	-0.2393	0.1643	-0.4917	0.1244	-0.03255	0.5075	-0.08535	-0.2516	0.2712	0.05575	-0.08559	0.4821	-0.2886	0.4312	0.543	-0.9799	0.2401	-0.001763	1.273e+04	350.8	-1225	4390	-1095	3651	2726	5179	-1349	-1238	-580	840.9	6414	-524.2	4182	1252	-972.5	5.432	5239	2189	1481	-4641	86.29	3207	1097	-1499	-5387	4182	-4419	-1674	142.5	-4557	1465	-17.82	-855.1	5270	1908	821.2	4789	8229	3154	1837	1.047e+04	5264	2005	-1093	562.5	-3301	-2134	1127	492.3	3958	-7686	752.5	3556	6646	-4630	1875	-866.4	847.8	6841	99.84	-1346	-2091	-4459	-2785	-5822	2225	-500.6	-9990	-1069	-3143	-1190	6697	-1427	-389	-5492	-2693	
0.2408	0.6394	0.2664	0.0811	-0.1543	-0.1928	0.3365	0.8421	0.07629	0.3214	-0.3942	-0.04692	0.7449	-0.01827	0.1206	0.49	-0.4742	-0.1798	0.7037	0.2003	-0.4179	-0.2616	0.2756	7781	1171	3342	3801	-4175	590	3388	3265	-192.6	-3217	-4113	-554.1	2996	-2700	-880.9	-349.2	-2083	3788	882.2	3090	-1556	-4874	-1924	-1283	-5471	-6429	2700	-3104	-4253	-1162	-8796	-2637	-339	-836.6	-3315	5746	950.1	-5206	5092	567.6	3046	-1124	1686	-6871	-1232	9.456	-3666	-4082	2138	-4161	2096	-1.011e+04	-2822	7093	1839	-9760	-5416	-4231	4987	6672	119.2	5266	-1972	-8449	4039	1759	502.6	37.07	-5248	-1850	-6202	4831	2452	1598	-3688	-574	394.5	
0.9414	0.2539	-0.1368	0.5578	-0.2204	-0.4968	-0.1953	-0.3816	-0.5238	0.8588	0.04397	-0.04278	0.2279	-0.4241	-0.645	0.2075	-0.2553	0.2692	0.0691	-0.8628	-0.4219	0.7287	0.1047	-0.7057	-6173	3845	333.6	-1008	-972.3	-602.3	1027	379	-3005	-4265	801.4	2389	574.3	1598	1280	-4400	-467.6	3298	-1363	-1270	1518	-407.4	-4846	-1868	-1.042e+04	3925	-4483	-403.8	2292	-1.003e+04	-1702	-1744	6418	3429	2707	891.6	-2094	5837	2818	1833	-4848	412.7	953.9	-589.7	3171	-8372	-4006	-1893	-259.1	-548	-1.146e+04	-633.6	6766	1033	-4274	-5911	-1202	1433	2657	1872	2557	550.4	-236.7	3615	2009	-2709	-7311	-784.3	-3256	1306	6038	5258	-2081	-6070	4500	-2043	
0.5784	0.06904	0.6593	0.1032	-0.4277	-0.2631	0.1246	0.01847	-0.1323	0.3283	-0.1266	0.4994	-0.1344	0.3825	-0.5633	-0.1993	0.09719	0.7239	-0.2693	-0.988	0.5868	-0.06629	0.9276	-0.1049	0.4732	-7299	4272	1223	326	-2656	389	106.4	-606.3	7334	-1335	983.7	3570	-2185	2897	4843	-2959	-5066	-2051	3268	282.4	-2654	-891.8	331.5	7919	-2920	3988	1395	-7524	9151	3327	5899	-5065	-2179	-3146	-3623	813.4	-7191	-7564	-2520	-3027	-4383	168.3	-2138	-1641	7127	1659	-1530	2303	1799	1.259e+04	-946.7	-8343	-6525	993.8	5365	5752	-798.4	-974.9	5134	4633	1713	2091	-2959	7635	-96.53	3757	4428	5828	-1635	-1.061e+04	-3765	-1408	2605	-344.6	2893	
0.5644	-0.1192	0.3957	-0.1065	-0.3617	-0.21	0.7544	-0.004735	0.4493	0.2033	-0.33	0.3391	0.06084	0.2797	0.133	0.06281	-0.05759	0.2987	0.544	-0.8475	0.346	-0.2792	0.5581	0.2073	-0.6744	-0.6779	7952	-4044	3106	889.2	975.9	460.3	-5360	4727	-73.39	1511	9734	-1216	6726	-1100	-1149	-2797	-699.6	3072	1179	-2095	-5833	-7171	1922	3446	711.3	-1152	-6529	41.91	672.6	5139	-1918	-1491	6598	-3084	2780	-951.8	-4523	-2188	-4466	-427.9	-343.5	-3075	-3427	-923.4	-1453	-6945	2954	3354	4583	-763.3	-44.76	-6637	-6814	-2372	8144	-177.1	4236	6727	1.167e+04	2231	144.5	-996.1	1.501e+04	-6478	-111	7336	7051	-1329	-6341	4927	-4351	312.8	5520	3164	
0.1083	0.2053	0.4151	0.3971	-0.1599	0.505	-0.2083	-0.5747	0.3404	0.02261	0.3411	0.7058	0.2609	0.5746	-0.1045	0.05681	-0.3493	0.7089	0.1213	-0.6545	0.6613	0.3501	0.3356	-0.5964	0.1671	-0.08479	-0.2997	-8315	-4456	-80.67	-2962	-1311	-4945	-3201	-6587	-4483	149	-1634	3844	103.1	-27.37	-1455	47.75	5391	-1919	2107	-360.6	-3192	3544	-938	1008	-2757	-2190	5113	-2226	4369	-2076	-1344	-2076	-2764	-5844	-3571	-9557	3326	-1269	-2563	1948	-52.49	-2677	337.3	-2710	1930	-769.7	214.2	3829	-2278	-1832	2001	-2609	2543	5611	791.1	-19.22	362.3	730.9	-2127	-1586	-928.2	3258	-3607	6929	4122	434.6	-3121	-7509	-60.6	-1784	-971.4	-3433	92.51	
0.8877	-0.3515	0.1697	0.2245	0.2384	-0.1055	0.4656	-0.2806	0.6513	-0.4087	0.552	-0.6342	-0.1222	-0.1443	0.3986	0.2053	0.1873	-0.1635	0.09314	0.7124	0.7692	-0.2262	-0.1179	-0.2084	-0.01433	0.3479	-0.7174	0.7137	6524	5959	1639	2470	-1919	2936	3519	-904.6	2910	3665	3896	-2892	1516	103.3	3853	-2121	-984.8	-93.4	-6392	1573	-3580	4921	-6757	-1576	-841	-6201	3502	647.5	457.4	-3541	2444	540.7	20.89	7712	3259	1485	1534	190.8	-1722	3531	-1496	-7570	166.7	-3806	935.9	2193	-3376	-999.6	2079	-3517	-1410	-6471	-3012	-1340	2693	345.7	3090	2085	2289	2962	-844	-5184	-3536	-7168	3498	2497	4422	3548	-2083	-691.4	5231	4030	
0.8891	-0.4194	0.3174	-0.1533	-0.3451	0.4064	0.1306	-0.1471	0.195	-0.9322	0.8346	-0.4668	-0.2399	-0.8534	0.09021	0.4501	0.3667	-0.3509	0.02353	0.1657	0.1566	-0.1091	0.581	-0.1201	-0.2852	0.1099	0.3468	-0.07699	-0.5991	7170	-940.8	1070	1892	357.5	-2365	-1581	-3502	4031	1917	1320	-2194	-148.5	3170	-5022	-3556	2089	1746	6093	-6515	3583	-4434	-2114	5474	-8966	3387	-2422	1936	-3677	-2099	-1528	-2465	7891	1111	3541	234.8	-2252	2375	702	-1847	-8440	2467	1734	10.88	1595	-4263	1703	3733	196	-3581	-6293	-5599	855.6	5260	-3458	136.9	4123	-2464	5545	-2902	-1256	-3653	-6264	-5867	84.44	9348	631.3	2735	-2147	174.6	1287	
0.8407	-0.327	0.4961	0.04795	0.02105	0.1593	0.07429	-0.2759	0.2773	-0.3455	0.4939	-0.5274	-0.4881	-0.8238	-0.03768	0.1432	0.7759	-0.3014	-0.7557	0.9811	0.4481	-0.2936	-0.1588	0.1001	0.1896	0.643	-0.5103	0.1969	0.02268	0.0843	-6586	-461.5	-1203	-150.8	2632	-2127	203.3	-658.2	913.9	-2535	3571	1845	-940.3	-2601	-899.8	-910.3	-1612	2431	-837.2	-1462	-4619	-1835	-103.1	-4180	-233.1	-3262	-923.7	3806	-1911	-785.6	356.5	2267	-459.5	2034	2961	-1026	1133	3949	-2068	-2848	1616	2145	715.7	-292.8	-1094	1156	-1805	486.6	1004	-2529	-1340	-1673	-2765	-1687	-501.8	2832	-1362	-1515	-158	-1081	-2152	-264.7	-907.7	1038	3633	3677	-367.9	1929	-4921	1526	
0.148	0.5149	0.1599	0.1383	0.3744	-0.1005	-0.2254	0.4765	-0.2257	-0.001888	0.01993	-0.09787	-0.1118	-0.7111	0.4679	0.7254	-0.05255	0.01645	-0.2776	0.4358	-0.7037	0.2374	-0.3707	-0.2452	0.3853	0.3205	-0.2822	0.2589	0.1863	0.1582	0.1479	-4587	4220	247.4	606.9	2760	-3042	-3393	-2197	4139	5599	54.24	-616.6	-643.7	-3189	-1824	2980	-763.1	2905	-4937	2840	1980	4570	-3184	-7109	-4440	-2341	-1842	4696	3457	287.9	4134	3781	-3183	1804	4526	-6089	-2327	4029	5705	-2203	1201	-1942	-4354	-6569	-770.3	3045	-234.1	-2610	1178	-1262	-1130	3849	195.4	-25.44	-1980	-5935	2029	1376	8869	-778.2	4618	-864.3	-914.1	3535	3310	5062	-1292	852.3	-5682	
0.7704	0.2139	-0.3319	0.6947	-0.2768	-0.3827	0.5359	0.02551	0.2732	0.5663	-0.7081	0.1725	0.2667	0.39	0.4982	0.4187	-0.9011	0.162	0.4306	-0.3829	-0.5569	0.1727	-0.06662	0.397	0.4774	0.4876	-0.6539	0.584	0.7198	-0.8211	0.07106	-0.4549	7936	2486	1234	3612	-2344	-2049	-5466	206.1	746.9	963.8	-3002	-6083	-128.4	2989	6242	4545	-1024	-307.1	5836	2028	7541	-7466	-5928	-4097	927.9	-1244	3905	4907	4191	4566	3458	-3432	6543	3978	-3019	-3459	979.1	-841.5	1486	-2805	134.9	-3271	-7160	3808	8360	-3375	265.7	-4381	-1324	-2134	4551	-5954	-3331	2726	-5050	1369	3030	7757	-7003	5868	-4026	2123	1.017e+04	964.3	3221	-923.6	1193	1874	
0.4637	0.2642	0.6367	-0.3359	0.1977	-0.6275	-0.02532	0.761	-0.694	0.5326	-0.3225	0.212	-0.1612	-0.2835	0.08049	0.3265	0.02216	0.07412	-0.2989	-0.3163	-0.3185	0.04785	0.3762	-0.1728	0.1907	0.4067	0.6734	-0.3401	-0.2101	0.02325	0.1768	-0.3079	0.7492	-7805	-2556	-2558	-4327	-78.04	713.8	3688	2758	-452.5	4106	1234	-3234	-3094	-2064	-4433	379.9	-5556	-5490	-960.2	-1850	3224	281.8	-1665	186.1	-4051	-2982	708.7	-4827	5040	2597	1552	-844.8	-659.7	13.89	3591	5010	2979	-1322	5595	-2873	-4220	-3731	-3556	-5924	8692	506.1	388.6	-4685	3733	-2727	2028	-1348	-7187	-2654	-260.9	-8236	4782	6259	-4701	-263.6	-4576	-5526	-2994	4165	-2220	-4055	-6084	
0.902	0.04111	-0.4443	0.7083	0.7433	-0.3397	0.2765	0.2316	0.05379	0.4772	-0.3921	-0.3011	-0.2182	-0.1225	0.6519	0.1866	0.3742	-0.3475	0.2036	-0.326	-0.006351	0.1733	0.113	0.1482	-0.2703	-0.5695	0.4901	-0.8482	0.05337	-0.7471	0.4276	-0.1531	-0.09314	-0.2775	-1.015e+04	-3945	-5285	1756	-97.67	5309	-2048	-3526	452.6	670.9	-4450	1569	1662	6599	4889	-199.7	6340	822.7	5796	4442	1188	2711	1524	-5431	-6656	-470.5	-5932	-1054	-9352	-353.4	-6245	-8520	2544	-3351	3192	-4371	3314	-18.41	-1834	-105.4	1770	783.5	-3980	4738	1600	-4547	289.8	739.9	-3589	1593	-473.1	-1462	830.6	-556.9	-4458	1302	2151	5235	-5048	-1247	-1999	-9585	-1172	-3564	2004	-1504	
